generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_heart_test/1/20251119-214058,nan,nan,0.6873638344226579,0.0,0.347483660130719,0.5820261437908496,1_7,1_44,0.6739130434782609,0.0,0.34743788819875776,0.5538819875776397,1_7,1_66,0.7956204379562044,0.0,0.3468613138686132,0.6408759124087592,1_7,1_44,0.7648305296897888,0.0,0.350720343478024,0.6258474498987198,1_7,1_44
2,uci_heart_test/2/20251119-214109,nan,nan,0.6971677559912854,0.15577342047930284,0.5169063180827886,0.6130718954248365,2_25,2_12,0.7080745341614907,0.19099378881987578,0.5265372670807453,0.6217391304347826,2_25,2_15,0.8029197080291971,0.072992700729927,0.49354014598540147,0.5927007299270073,2_25,2_34,0.7807203531265259,0.22669491171836853,0.574375002682209,0.6924788117408752,2_76,2_15
3,uci_heart_test/3/20251119-214117,nan,nan,0.7222222222222222,0.006535947712418301,0.5241394335511983,0.64640522875817,3_37,3_32,0.7577639751552795,0.0,0.5391459627329193,0.6692546583850931,3_37,3_32,0.8029197080291971,0.021897810218978103,0.4888686131386861,0.5927007299270073,3_37,2_34,0.8167372941970825,0.0,0.60247881680727,0.7621822118759155,3_37,3_32
4,uci_heart_test/4/20251119-214124,nan,nan,0.7821350762527233,0.10784313725490197,0.5971677559912854,0.7007625272331156,4_73,4_29,0.7577639751552795,0.11335403726708075,0.6063819875776397,0.724223602484472,4_73,3_32,0.8394160583941606,0.07664233576642336,0.5755109489051095,0.6456204379562044,4_54,4_29,0.8230932354927063,0.09427966177463531,0.6791949179768563,0.8024364411830902,4_73,4_28
5,uci_heart_test/5/20251119-214131,nan,nan,0.7821350762527233,0.14596949891067537,0.6337037037037037,0.7110021786492375,5_23,4_29,0.7577639751552795,0.15527950310559005,0.6612111801242235,0.7527950310559006,5_23,4_90,0.843065693430657,0.12408759124087591,0.569051094890511,0.6127737226277372,5_23,5_89,0.8411017060279846,0.12711864709854126,0.7164936447143555,0.8171610236167908,5_23,5_51
6,uci_heart_test/6/20251119-214140,nan,nan,0.7821350762527233,0.0,0.620686274509804,0.7157952069716776,6_67,6_63,0.765527950310559,0.0,0.6615372670807455,0.7580745341614907,6_67,6_81,0.8394160583941606,0.0,0.5246715328467153,0.6164233576642336,6_67,6_63,0.8411017060279846,0.0,0.7073305124044418,0.8280720293521882,6_67,5_51
7,uci_heart_test/7/20251119-214149,nan,nan,0.7265795206971678,0.1437908496732026,0.6291938997821351,0.7101307189542483,7_56,6_81,0.765527950310559,0.15217391304347827,0.671055900621118,0.756832298136646,7_56,6_81,0.8065693430656934,0.12408759124087591,0.5308029197080291,0.6003649635036497,7_56,7_50,0.8411017060279846,0.12711864709854126,0.724247879087925,0.8361228823661804,7_73,5_51
8,uci_heart_test/8/20251119-214159,nan,nan,0.7233115468409586,0.24618736383442266,0.6488344226579521,0.7047930283224401,8_52,7_39,0.7593167701863354,0.18322981366459629,0.6984472049689439,0.7562111801242236,8_52,7_39,0.8065693430656934,0.25547445255474455,0.5322262773722628,0.583941605839416,8_12,8_13,0.8411017060279846,0.2807203531265259,0.7576906788349151,0.8411017060279846,8_52,5_51
9,uci_heart_test/9/20251119-214208,nan,nan,0.7047930283224401,0.1056644880174292,0.6429193899782135,0.7047930283224401,9_88,5_51,0.7562111801242236,0.11024844720496894,0.6989906832298135,0.7562111801242236,9_88,5_51,0.8065693430656934,0.0948905109489051,0.5111313868613139,0.583941605839416,9_88,9_39,0.8411017060279846,0.11546610295772552,0.7557839058339596,0.8411017060279846,9_88,5_51
10,uci_heart_test/10/20251119-214217,nan,nan,0.7135076252723311,0.1056644880174292,0.6456862745098039,0.7049019607843137,10_66,10_44,0.7577639751552795,0.11024844720496894,0.6968788819875776,0.7563664596273292,10_66,10_73,0.8065693430656934,0.0948905109489051,0.5253649635036496,0.583941605839416,10_66,10_81,0.8421609997749329,0.11546610295772552,0.7553813643753529,0.8412076354026794,10_66,10_73
11,uci_heart_test/11/20251119-214231,nan,nan,0.7058823529411765,0.32679738562091504,0.6543355119825709,0.7050108932461873,11_25,10_73,0.7577639751552795,0.30745341614906835,0.7075310559006212,0.7565217391304347,11_25,10_73,0.7372262773722628,0.26277372262773724,0.5293065693430656,0.583941605839416,11_98,11_79,0.8421609997749329,0.3792372941970825,0.7720444977283478,0.8413135647773743,11_25,10_73
12,uci_heart_test/12/20251119-214248,nan,nan,0.7331154684095861,0.4466230936819172,0.6562418300653596,0.7050108932461874,12_26,12_89,0.7593167701863354,0.5248447204968945,0.7111956521739131,0.7551242236024844,12_26,12_47,0.8065693430656934,0.26277372262773724,0.5270802919708029,0.5872262773722629,12_26,12_51,0.8463982939720154,0.465042382478714,0.7698940733075141,0.8421610236167908,12_80,12_89
13,uci_heart_test/13/20251119-214305,nan,nan,0.7363834422657952,0.08823529411764706,0.6501089324618735,0.7133986928104574,13_76,13_73,0.7593167701863354,0.07298136645962733,0.7002795031055902,0.7531055900621118,13_76,13_24,0.8065693430656934,0.12408759124087591,0.5321897810218978,0.6200729927007299,13_76,13_59,0.8463982939720154,0.17796610295772552,0.763983056396246,0.8438559412956238,13_76,12_89
14,uci_heart_test/14/20251119-214325,nan,nan,0.7374727668845316,0.3355119825708061,0.6808714596949892,0.7246187363834423,14_54,14_40,0.7608695652173914,0.34937888198757766,0.7198913043478261,0.7506211180124224,14_54,14_14,0.8029197080291971,0.3029197080291971,0.5891605839416059,0.6635036496350366,14_54,14_94,0.8548728823661804,0.48728814721107483,0.8004978829622269,0.8475635588169098,14_46,14_40
15,uci_heart_test/15/20251119-214344,nan,nan,0.7396514161220044,0.23311546840958605,0.6659803921568627,0.728322440087146,15_19,15_48,0.7608695652173914,0.2391304347826087,0.6921894409937889,0.7450310559006211,15_19,14_14,0.8284671532846716,0.21897810218978103,0.6043795620437957,0.689051094890511,15_19,15_12,0.8569915294647217,0.3707627058029175,0.7743750011920929,0.8486228942871094,15_16,15_30
16,uci_heart_test/16/20251119-214400,nan,nan,0.7483660130718954,0.39106753812636164,0.6792156862745097,0.7350762527233116,16_94,16_84,0.7732919254658385,0.35248447204968947,0.7053571428571429,0.754192546583851,16_94,16_84,0.791970802919708,0.26277372262773724,0.6177737226277373,0.69014598540146,16_15,16_31,0.8781779408454895,0.44703391194343567,0.7833156818151474,0.8579449117183685,16_94,16_84
17,uci_heart_test/17/20251119-214416,nan,nan,0.7483660130718954,0.41830065359477125,0.6879629629629629,0.7360566448801744,17_42,16_84,0.7732919254658385,0.37111801242236025,0.7119875776397515,0.7537267080745342,17_42,16_84,0.7956204379562044,0.26277372262773724,0.6314963503649635,0.6945255474452555,17_26,17_28,0.8781779408454895,0.42796608805656433,0.7933580473065376,0.8640889704227448,17_42,16_84
18,uci_heart_test/18/20251119-214433,nan,nan,0.7483660130718954,0.4357298474945534,0.696830065359477,0.743681917211329,18_73,16_84,0.7732919254658385,0.41770186335403725,0.7198447204968944,0.7684782608695652,18_73,16_84,0.7481751824817519,0.26277372262773724,0.6427372262773723,0.6854014598540147,18_18,18_62,0.8792372941970825,0.46398305892944336,0.8074682182073594,0.8747881174087524,18_73,18_85
19,uci_heart_test/19/20251119-214448,nan,nan,0.7494553376906318,0.4466230936819172,0.7037581699346406,0.747276688453159,19_37,19_27,0.7732919254658385,0.5248447204968945,0.7313354037267081,0.7729813664596273,19_37,18_71,0.8029197080291971,0.26277372262773724,0.6389416058394161,0.686861313868613,19_37,19_95,0.883474588394165,0.5127118825912476,0.8199576210975646,0.8788135409355163,19_37,19_22
20,uci_heart_test/20/20251119-214504,nan,nan,0.7483660130718954,0.4466230936819172,0.6995860566448804,0.7459694989106754,20_31,19_12,0.7732919254658385,0.468944099378882,0.7268944099378882,0.7725155279503104,20_36,19_12,0.7992700729927007,0.26277372262773724,0.6354014598540145,0.6835766423357665,20_31,20_56,0.883474588394165,0.47669491171836853,0.811525416970253,0.8795550763607025,20_36,19_22
21,uci_heart_test/21/20251119-214519,nan,nan,0.7625272331154684,0.4466230936819172,0.698442265795207,0.7477124183006536,21_11,21_99,0.7841614906832298,0.5248447204968945,0.7279037267080746,0.7734472049689441,21_11,21_99,0.8029197080291971,0.26277372262773724,0.6291970802919709,0.6872262773722627,21_11,21_24,0.8983050584793091,0.5127118825912476,0.8134216076135635,0.8814618587493896,21_11,21_99
22,uci_heart_test/22/20251119-214535,nan,nan,0.7723311546840959,0.4466230936819172,0.6881045751633986,0.7431372549019609,22_25,22_61,0.7857142857142857,0.468944099378882,0.7257763975155279,0.7757763975155278,22_95,22_61,0.7992700729927007,0.26277372262773724,0.5995620437956205,0.6664233576642336,22_25,22_76,0.8983050584793091,0.4819915294647217,0.805095340013504,0.8866525411605835,22_27,21_99
23,uci_heart_test/23/20251119-214553,nan,nan,0.7723311546840959,0.4466230936819172,0.7025163398692811,0.7600217864923747,23_11,22_61,0.7857142857142857,0.4751552795031056,0.7364285714285717,0.7807453416149069,23_21,22_61,0.7737226277372263,0.26277372262773724,0.6228102189781022,0.7113138686131386,23_11,23_34,0.8993644118309021,0.48728814721107483,0.8239406749606133,0.8934321939945221,23_21,23_51
24,uci_heart_test/24/20251119-214609,nan,nan,0.7930283224400871,0.4466230936819172,0.7125925925925927,0.762962962962963,24_16,24_25,0.7857142857142857,0.5248447204968945,0.7473757763975156,0.7844720496894411,24_16,23_51,0.843065693430657,0.26277372262773724,0.6308394160583941,0.7124087591240874,24_16,24_25,0.8993644118309021,0.5127118825912476,0.839692792892456,0.8985169291496277,24_16,23_51
25,uci_heart_test/25/20251119-214625,nan,nan,0.7832244008714597,0.4324618736383442,0.7093899782135077,0.762962962962963,25_40,25_80,0.7857142857142857,0.38975155279503104,0.7388354037267084,0.7844720496894411,25_40,23_51,0.7992700729927007,0.26277372262773724,0.6401824817518247,0.7124087591240874,25_13,25_72,0.8993644118309021,0.44703391194343567,0.8346504133939743,0.8985169291496277,25_40,23_51
26,uci_heart_test/26/20251119-214642,nan,nan,0.7821350762527233,0.41721132897603486,0.7247385620915032,0.762962962962963,26_81,26_89,0.7857142857142857,0.37422360248447206,0.7514440993788821,0.7844720496894411,26_81,23_51,0.7992700729927007,0.26277372262773724,0.6619708029197079,0.7124087591240874,26_15,26_86,0.8993644118309021,0.43538135290145874,0.851588973402977,0.8985169291496277,26_81,23_51
27,uci_heart_test/27/20251119-214658,nan,nan,0.7810457516339869,0.4466230936819172,0.7353267973856209,0.7627450980392158,27_51,27_31,0.7888198757763976,0.48757763975155277,0.7600776397515528,0.7849378881987578,27_39,27_26,0.8321167883211679,0.26277372262773724,0.6771532846715328,0.7105839416058393,27_51,27_79,0.8993644118309021,0.5127118825912476,0.8661440563201904,0.8985169291496277,27_51,23_51
28,uci_heart_test/28/20251119-214716,nan,nan,0.803921568627451,0.4466230936819172,0.7267755991285402,0.762636165577342,28_19,28_44,0.7888198757763976,0.4891304347826087,0.7504968944099382,0.7857142857142858,28_81,27_26,0.8503649635036497,0.26277372262773724,0.6710218978102189,0.7083941605839416,28_19,28_44,0.8993644118309021,0.49788135290145874,0.8507521069049835,0.8990466058254242,28_81,23_51
29,uci_heart_test/29/20251119-214732,nan,nan,0.7810457516339869,0.4466230936819172,0.7328649237472767,0.7618736383442266,29_22,29_30,0.7888198757763976,0.5248447204968945,0.7588043478260872,0.7860248447204968,29_22,27_26,0.7992700729927007,0.26277372262773724,0.6718978102189781,0.7051094890510948,29_22,29_11,0.8993644118309021,0.5127118825912476,0.8565360110998154,0.8993644118309021,29_22,23_51
30,uci_heart_test/30/20251119-214752,nan,nan,0.7723311546840959,0.42919389978213507,0.7092156862745097,0.7630718954248366,30_29,30_58,0.7888198757763976,0.38819875776397517,0.7417080745341615,0.7860248447204968,30_29,29_43,0.7992700729927007,0.26277372262773724,0.6328467153284671,0.7091240875912408,30_32,30_63,0.8993644118309021,0.4713982939720154,0.8320868676900863,0.8993644118309021,30_29,23_51
31,uci_heart_test/31/20251119-214810,nan,nan,0.7679738562091504,0.4466230936819172,0.718681917211329,0.7642701525054466,31_28,31_52,0.7888198757763976,0.5248447204968945,0.7520807453416153,0.7860248447204968,31_28,29_43,0.8029197080291971,0.26277372262773724,0.6401824817518248,0.7131386861313869,31_28,31_23,0.8993644118309021,0.5127118825912476,0.8453707653284073,0.8993644118309021,31_28,23_51
32,uci_heart_test/32/20251119-214829,nan,nan,0.7723311546840959,0.4466230936819172,0.7302178649237472,0.7642701525054466,32_25,32_39,0.7888198757763976,0.5248447204968945,0.7617701863354038,0.7860248447204968,32_25,29_43,0.8029197080291971,0.26277372262773724,0.6560583941605839,0.7131386861313869,32_25,32_83,0.8993644118309021,0.5127118825912476,0.856927969455719,0.8993644118309021,32_25,23_51
33,uci_heart_test/33/20251119-214850,nan,nan,0.7647058823529411,0.4466230936819172,0.7304248366013073,0.7642701525054466,33_28,23_51,0.7888198757763976,0.5248447204968945,0.7606832298136645,0.7860248447204968,33_28,29_43,0.7992700729927007,0.26277372262773724,0.6593065693430656,0.7131386861313869,33_28,33_62,0.8993644118309021,0.5127118825912476,0.8607203435897827,0.8993644118309021,33_28,23_51
34,uci_heart_test/34/20251119-214910,nan,nan,0.7723311546840959,0.4466230936819172,0.7374618736383443,0.7642701525054466,34_58,34_12,0.7903726708074534,0.5248447204968945,0.7660559006211181,0.7860248447204968,34_58,34_82,0.781021897810219,0.26277372262773724,0.6702554744525547,0.7131386861313869,34_58,34_92,0.8993644118309021,0.5127118825912476,0.8654661047458648,0.8993644118309021,34_58,23_51
35,uci_heart_test/35/20251119-214927,nan,nan,0.7647058823529411,0.4466230936819172,0.7176688453159042,0.7642701525054466,35_35,23_51,0.7888198757763976,0.5248447204968945,0.7463975155279505,0.7860248447204968,35_35,29_43,0.8029197080291971,0.26277372262773724,0.6501459854014598,0.7131386861313869,35_35,35_68,0.8993644118309021,0.5127118825912476,0.8422775453329087,0.8993644118309021,35_35,23_51
