generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_wine_test/1/20251119-040426,nan,nan,0.5674157303370787,0.03932584269662921,0.33168539325842694,0.3264044943820224,1_60,1_36,0.8,0.0,0.2757142857142857,0.5314285714285714,1_50,1_1,0.6783216783216783,0.027972027972027972,0.34552447552447546,0.27622377622377614,1_60,1_81,0.8338558077812195,0.009404388256371021,0.2762695957906544,0.5934169337153434,1_5,1_1
2,uci_wine_test/2/20251119-040428,nan,nan,0.5,0.028089887640449437,0.32157303370786505,0.33651685393258424,2_44,2_18,0.8285714285714286,0.0,0.6374285714285712,0.7971428571428572,2_44,2_50,0.46153846153846156,0.027972027972027972,0.2442657342657342,0.22377622377622375,1_60,1_4,0.9216300845146179,0.009404388256371021,0.6775862132757902,0.8426332354545594,2_15,2_78
3,uci_wine_test/3/20251119-040431,nan,nan,0.48314606741573035,0.028089887640449437,0.3261235955056179,0.397191011235955,3_97,3_12,0.8,0.0,0.6605714285714285,0.7971428571428572,3_97,1_1,0.46153846153846156,0.03496503496503497,0.24426573426573417,0.29930069930069925,3_97,3_45,0.9467084407806396,0.009404388256371021,0.6981818225607276,0.8877742886543274,3_20,3_12
4,uci_wine_test/4/20251119-040433,nan,nan,0.5561797752808989,0.12921348314606743,0.38050561797752813,0.43764044943820224,4_82,4_48,0.8285714285714286,0.02857142857142857,0.6897142857142855,0.7914285714285715,4_82,4_74,0.4965034965034965,0.15384615384615385,0.30482517482517474,0.351048951048951,4_82,4_48,0.9467084407806396,0.009404388256371021,0.7515047023352236,0.9278996706008911,4_40,3_12
5,uci_wine_test/5/20251119-040436,nan,nan,0.5561797752808989,0.3258426966292135,0.4417977528089888,0.4831460674157303,5_11,5_49,0.8285714285714286,0.14285714285714285,0.6814285714285713,0.8,5_13,5_30,0.4965034965034965,0.21678321678321677,0.3831468531468532,0.40559440559440557,2_35,5_49,0.9467084407806396,0.15673981606960297,0.7835736563801765,0.9467084407806396,5_13,3_12
6,uci_wine_test/6/20251119-040438,nan,nan,0.5561797752808989,0.10674157303370786,0.4506741573033709,0.4831460674157303,6_38,6_64,0.8,0.02857142857142857,0.7125714285714284,0.8,6_38,3_12,0.4965034965034965,0.1258741258741259,0.3865734265734266,0.40559440559440557,6_38,6_64,0.9467084407806396,0.043887145817279816,0.8270219285041094,0.9467084407806396,6_38,3_12
7,uci_wine_test/7/20251119-040441,nan,nan,0.6292134831460674,0.33146067415730335,0.4704494382022473,0.48370786516853936,7_18,7_35,0.8,0.14285714285714285,0.7574285714285713,0.8,7_24,3_12,0.5874125874125874,0.21678321678321677,0.4002097902097902,0.40629370629370626,7_18,7_35,0.9467084407806396,0.15673981606960297,0.8712539041042328,0.9467084407806396,7_24,3_12
8,uci_wine_test/8/20251119-040443,nan,nan,0.6292134831460674,0.33146067415730335,0.4638202247191011,0.4831460674157303,8_17,8_22,0.8,0.14285714285714285,0.7405714285714285,0.8,8_14,3_12,0.5874125874125874,0.21678321678321677,0.396083916083916,0.40559440559440557,8_17,8_22,0.9467084407806396,0.15673981606960297,0.8581818020343781,0.9467084407806396,8_14,3_12
9,uci_wine_test/9/20251119-040446,nan,nan,0.5561797752808989,0.07303370786516854,0.4663483146067416,0.48258426966292134,9_92,9_78,0.8,0.0,0.7228571428571428,0.8,9_92,3_12,0.4965034965034965,0.09090909090909091,0.4035664335664335,0.40489510489510483,9_92,9_78,0.9467084407806396,0.11912225931882858,0.8446708307415247,0.9467084407806396,9_92,3_12
10,uci_wine_test/10/20251119-040449,nan,nan,0.6292134831460674,0.33146067415730335,0.4802808988764046,0.48258426966292134,10_64,10_36,0.8,0.14285714285714285,0.7602857142857141,0.8,10_30,3_12,0.5874125874125874,0.21678321678321677,0.41174825174825175,0.40489510489510483,10_64,10_36,0.9467084407806396,0.15673981606960297,0.8906269407272339,0.9467084407806396,10_30,3_12
11,uci_wine_test/11/20251119-040452,nan,nan,0.6292134831460674,0.07303370786516854,0.4703932584269664,0.4865168539325843,11_67,11_13,0.8571428571428571,0.0,0.7385714285714284,0.8057142857142857,11_67,11_41,0.5874125874125874,0.09090909090909091,0.4047552447552448,0.40839160839160843,11_67,11_13,0.9529780745506287,0.11912225931882858,0.8648902636766433,0.9473354041576385,11_67,11_41
12,uci_wine_test/12/20251119-040455,nan,nan,0.6292134831460674,0.07303370786516854,0.46752808988764044,0.4904494382022472,12_80,12_73,0.8571428571428571,0.0,0.7188571428571429,0.8114285714285714,12_80,11_41,0.5874125874125874,0.09090909090909091,0.406013986013986,0.4118881118881118,12_80,12_73,0.9529780745506287,0.11912225931882858,0.8364263188093901,0.9479623675346375,12_80,11_41
13,uci_wine_test/13/20251119-040458,nan,nan,0.6292134831460674,0.33146067415730335,0.47735955056179774,0.49101123595505614,13_56,13_34,0.8857142857142857,0.14285714285714285,0.7545714285714286,0.8171428571428573,13_18,13_49,0.5874125874125874,0.21678321678321677,0.4095104895104895,0.4111888111888112,13_56,13_34,0.9655172228813171,0.15673981606960297,0.8650783585011959,0.9498432457447052,13_18,13_49
14,uci_wine_test/14/20251119-040501,nan,nan,0.6292134831460674,0.07303370786516854,0.4865730337078652,0.5202247191011236,14_61,14_39,0.8857142857142857,0.0,0.7802857142857142,0.8714285714285716,14_61,13_49,0.5874125874125874,0.09090909090909091,0.41468531468531467,0.4342657342657342,14_61,14_39,0.9655172228813171,0.11912225931882858,0.8761441925913096,0.9595611274242402,14_61,13_49
15,uci_wine_test/15/20251119-040504,nan,nan,0.601123595505618,0.33146067415730335,0.5000561797752809,0.5112359550561798,15_21,15_40,0.8857142857142857,0.14285714285714285,0.7754285714285715,0.8857142857142858,15_20,13_49,0.5384615384615384,0.21678321678321677,0.4326573426573427,0.4195804195804196,15_21,15_40,0.9655172228813171,0.15673981606960297,0.841442002505064,0.9655172228813171,15_20,13_49
16,uci_wine_test/16/20251119-040507,nan,nan,0.6123595505617978,0.33146067415730335,0.48353932584269665,0.5112359550561798,16_20,16_96,0.8857142857142857,0.14285714285714285,0.7631428571428573,0.8857142857142858,16_18,13_49,0.5594405594405595,0.21678321678321677,0.4151048951048951,0.4195804195804196,16_20,16_96,0.9655172228813171,0.15673981606960297,0.8221316485106945,0.9655172228813171,16_18,13_49
17,uci_wine_test/17/20251119-040509,nan,nan,0.5955056179775281,0.33146067415730335,0.48814606741573036,0.5112359550561798,17_14,17_24,0.8857142857142857,0.14285714285714285,0.7905714285714286,0.8857142857142858,17_28,13_49,0.5314685314685315,0.21678321678321677,0.41412587412587415,0.4195804195804196,17_14,17_24,0.9655172228813171,0.15673981606960297,0.8591535913944245,0.9655172228813171,17_28,13_49
18,uci_wine_test/18/20251119-040512,nan,nan,0.5561797752808989,0.33146067415730335,0.49696629213483157,0.5112359550561798,18_41,18_34,0.8857142857142857,0.14285714285714285,0.8074285714285716,0.8857142857142858,18_22,13_49,0.4755244755244755,0.21678321678321677,0.42097902097902107,0.4195804195804196,18_41,18_34,0.9655172228813171,0.15673981606960297,0.8761755332350731,0.9655172228813171,18_22,13_49
19,uci_wine_test/19/20251119-040515,nan,nan,0.5955056179775281,0.2696629213483146,0.4865730337078652,0.5157303370786518,19_37,19_81,0.8857142857142857,0.05714285714285714,0.7951428571428574,0.8857142857142858,19_37,13_49,0.5314685314685315,0.21678321678321677,0.41104895104895106,0.4251748251748252,19_16,19_81,0.9655172228813171,0.009404388256371021,0.8633542185463011,0.9655172228813171,19_37,13_49
20,uci_wine_test/20/20251119-040517,nan,nan,0.5955056179775281,0.33146067415730335,0.5014606741573036,0.5174157303370788,20_59,20_40,0.8857142857142857,0.14285714285714285,0.816857142857143,0.8857142857142858,20_12,13_49,0.5314685314685315,0.21678321678321677,0.42426573426573433,0.42727272727272725,20_59,20_40,0.9655172228813171,0.15673981606960297,0.8887460659444332,0.9655172228813171,20_12,13_49
21,uci_wine_test/21/20251119-040521,nan,nan,0.5955056179775281,0.33146067415730335,0.4830898876404494,0.5129213483146068,21_25,21_72,0.8857142857142857,0.14285714285714285,0.734857142857143,0.8857142857142858,21_16,13_49,0.5314685314685315,0.21678321678321677,0.42146853146853147,0.42167832167832164,21_25,21_72,0.9655172228813171,0.15673981606960297,0.801755473613739,0.9655172228813171,21_16,13_49
