generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_accuracy_to_baseline,min_accuracy_to_baseline,mean_accuracy_to_baseline,elites_mean_accuracy_to_baseline,cid_min_accuracy_to_baseline,cid_max_accuracy_to_baseline,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_wine_test/1/20251022-230203,nan,nan,0.5,0.0056179775280898875,0.33146067415730335,0.4213483146067415,1_22,1_73,0.4895833432674408,0.015625,0.3314062581956387,0.4270833432674408,1_22,1_44
2,uci_wine_test/2/20251022-230205,nan,nan,0.6123595505617978,0.2247191011235955,0.4070786516853932,0.4741573033707865,2_21,2_77,0.5885416865348816,0.2291666716337204,0.4121875090897083,0.4744791716337204,2_21,2_77
3,uci_wine_test/3/20251022-230207,nan,nan,0.6235955056179775,0.2696629213483146,0.4451123595505617,0.5365168539325843,3_18,3_43,0.6145833134651184,0.2708333432674408,0.44713542133569717,0.5343750029802322,3_18,3_43
4,uci_wine_test/4/20251022-230209,nan,nan,0.6235955056179775,0.19662921348314608,0.493314606741573,0.5848314606741573,4_48,3_43,0.6145833134651184,0.1822916716337204,0.49354167029261586,0.5822916686534881,4_48,3_43
5,uci_wine_test/5/20251022-230210,nan,nan,0.6629213483146067,0.2696629213483146,0.5293820224719101,0.6275280898876404,5_11,5_26,0.6510416865348816,0.2708333432674408,0.5264062479138374,0.6135416746139526,5_11,5_26
6,uci_wine_test/6/20251022-230212,nan,nan,0.7078651685393258,0.2696629213483146,0.5942696629213483,0.6550561797752809,6_23,6_60,0.6979166865348816,0.265625,0.5871354129910469,0.6442708313465119,6_23,6_26
7,uci_wine_test/7/20251022-230214,nan,nan,0.7696629213483146,0.2696629213483146,0.5790449438202248,0.6803370786516854,7_19,7_69,0.7552083134651184,0.2708333432674408,0.5738541686534882,0.6750000059604645,7_19,7_69
8,uci_wine_test/8/20251022-230216,nan,nan,0.7696629213483146,0.2696629213483146,0.6219662921348316,0.7314606741573033,8_19,7_69,0.7552083134651184,0.2708333432674408,0.6177083387970924,0.7234375059604645,8_19,7_69
9,uci_wine_test/9/20251022-230218,nan,nan,0.7696629213483146,0.2752808988764045,0.6771348314606742,0.749438202247191,9_65,7_69,0.7552083134651184,0.2760416567325592,0.6700520825386047,0.7442708313465118,9_65,7_69
10,uci_wine_test/10/20251022-230220,nan,nan,0.7696629213483146,0.2696629213483146,0.6503932584269663,0.7617977528089888,10_27,7_69,0.7604166865348816,0.2708333432674408,0.6440624988079071,0.754687488079071,10_27,10_38
11,uci_wine_test/11/20251022-230222,nan,nan,0.7808988764044944,0.2696629213483146,0.660561797752809,0.7657303370786517,11_22,11_46,0.7760416865348816,0.2708333432674408,0.6552604103088379,0.7588541567325592,11_22,11_95
12,uci_wine_test/12/20251022-230225,nan,nan,0.7808988764044944,0.2696629213483146,0.6935955056179776,0.7685393258426966,12_58,11_46,0.78125,0.2708333432674408,0.6879166620969772,0.7630208373069763,12_58,12_100
