generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_wine_test/1/20251119-014126,nan,nan,0.5449438202247191,0.11235955056179775,0.3341011235955056,0.33426966292134824,1_74,1_4,0.5921052631578947,0.15789473684210525,0.3706578947368422,0.5565789473684211,1_2,1_60,0.6568627450980392,0.13725490196078433,0.3079411764705883,0.16862745098039217,1_14,1_4,0.5585106611251831,0.15691488981246948,0.3706648837029934,0.5561170041561126,1_2,1_60
2,uci_wine_test/2/20251119-014128,nan,nan,0.5674157303370787,0.21910112359550563,0.33455056179775283,0.3668539325842696,2_42,2_82,0.6447368421052632,0.15789473684210525,0.5044736842105264,0.5710526315789474,2_17,2_82,0.5098039215686274,0.1568627450980392,0.20794117647058827,0.21470588235294116,2_47,2_82,0.6382978558540344,0.15691488981246948,0.5047872188687325,0.5723404169082642,2_17,2_82
3,uci_wine_test/3/20251119-014131,nan,nan,0.5674157303370787,0.08426966292134831,0.3360112359550561,0.40505617977528097,3_13,2_82,0.6578947368421053,0.05263157894736842,0.5122368421052632,0.5881578947368421,3_13,3_90,0.5098039215686274,0.10784313725490197,0.20470588235294118,0.2686274509803922,3_13,2_82,0.6835106611251831,0.08244680613279343,0.5156914768368006,0.6034574508666992,3_13,3_90
4,uci_wine_test/4/20251119-014134,nan,nan,0.5674157303370787,0.08426966292134831,0.3589887640449439,0.453932584269663,4_62,3_90,0.6578947368421053,0.05263157894736842,0.488421052631579,0.5973684210526315,4_62,3_90,0.5098039215686274,0.10784313725490197,0.26254901960784316,0.34705882352941175,4_62,2_82,0.6835106611251831,0.08244680613279343,0.5101595737040043,0.6481383085250855,4_62,3_90
5,uci_wine_test/5/20251119-014137,nan,nan,0.6348314606741573,0.07303370786516854,0.4162359550561798,0.45280898876404496,5_25,5_32,0.7105263157894737,0.05263157894736842,0.5219736842105264,0.5789473684210525,5_25,5_89,0.5980392156862745,0.08823529411764706,0.33745098039215693,0.35882352941176465,5_25,5_32,0.707446813583374,0.08244680613279343,0.5616755368560553,0.6771276652812958,5_25,5_89
6,uci_wine_test/6/20251119-014140,nan,nan,0.6348314606741573,0.2696629213483146,0.48674157303370785,0.599438202247191,6_11,5_32,0.7105263157894737,0.15789473684210525,0.5744736842105262,0.6842105263157895,6_11,5_89,0.7254901960784313,0.16666666666666666,0.4213725490196078,0.5362745098039216,6_26,6_99,0.707446813583374,0.15691488981246948,0.6044946870207787,0.6917553246021271,6_11,5_89
7,uci_wine_test/7/20251119-014142,nan,nan,0.6853932584269663,0.25842696629213485,0.5282022471910114,0.6134831460674157,7_73,7_33,0.7631578947368421,0.15789473684210525,0.601578947368421,0.7078947368421051,7_13,7_33,0.7254901960784313,0.16666666666666666,0.4735294117647059,0.5431372549019609,7_16,7_24,0.7260638475418091,0.15691488981246948,0.6125000014901161,0.7074468076229096,7_13,7_33
8,uci_wine_test/8/20251119-014145,nan,nan,0.6853932584269663,0.2696629213483146,0.5674719101123596,0.6275280898876405,8_97,7_33,0.7631578947368421,0.15789473684210525,0.6682894736842105,0.7171052631578948,8_97,7_33,0.6274509803921569,0.16666666666666666,0.4923529411764706,0.5607843137254902,8_21,7_33,0.7340425252914429,0.15691488981246948,0.6772074458003045,0.7175531804561615,8_97,8_22
9,uci_wine_test/9/20251119-014148,nan,nan,0.6853932584269663,0.33146067415730335,0.587808988764045,0.6224719101123595,9_30,7_33,0.7631578947368421,0.2236842105263158,0.679078947368421,0.7092105263157895,9_32,8_27,0.7254901960784313,0.16666666666666666,0.5198039215686274,0.557843137254902,9_30,9_42,0.7340425252914429,0.292553186416626,0.6909840387105942,0.7292553126811981,9_32,8_22
10,uci_wine_test/10/20251119-014151,nan,nan,0.6910112359550562,0.33146067415730335,0.5904494382022472,0.651685393258427,10_23,10_28,0.7631578947368421,0.2894736842105263,0.6542105263157895,0.7236842105263157,10_31,9_22,0.7254901960784313,0.16666666666666666,0.5429411764705883,0.5980392156862745,10_23,10_11,0.7367021441459656,0.28723403811454773,0.6664627626538276,0.733244675397873,10_31,10_15
11,uci_wine_test/11/20251119-014155,nan,nan,0.7078651685393258,0.33146067415730335,0.6125280898876404,0.6724719101123595,11_35,11_46,0.8157894736842105,0.3157894736842105,0.6663157894736842,0.7421052631578948,11_73,11_51,0.7941176470588235,0.16666666666666666,0.5724509803921568,0.6205882352941177,11_35,11_46,0.7739361524581909,0.30319148302078247,0.6700797834992409,0.739361697435379,11_14,11_51
12,uci_wine_test/12/20251119-014158,nan,nan,0.7471910112359551,0.2808988764044944,0.6050561797752809,0.6719101123595506,12_16,12_91,0.8421052631578947,0.15789473684210525,0.646842105263158,0.756578947368421,12_16,12_31,0.7941176470588235,0.20588235294117646,0.5739215686274509,0.6088235294117647,12_64,12_91,0.7739361524581909,0.15691488981246948,0.6423404291272163,0.7422872483730316,12_16,11_51
13,uci_wine_test/13/20251119-014201,nan,nan,0.7303370786516854,0.2696629213483146,0.63561797752809,0.7117977528089888,13_64,13_24,0.8421052631578947,0.15789473684210525,0.6873684210526315,0.8157894736842104,13_64,13_24,0.7647058823529411,0.20588235294117646,0.5970588235294118,0.634313725490196,13_31,13_71,0.789893627166748,0.15691488981246948,0.6656117063760757,0.7694149076938629,13_64,13_32
14,uci_wine_test/14/20251119-014205,nan,nan,0.9157303370786517,0.2808988764044944,0.6664044943820225,0.7258426966292136,14_64,14_63,0.9473684210526315,0.15789473684210525,0.7236842105263157,0.8263157894736842,14_64,14_63,0.8921568627450981,0.3235294117647059,0.6237254901960784,0.6509803921568628,14_92,14_63,0.8457446694374084,0.18351063132286072,0.6869149005413056,0.7832446753978729,14_64,14_63
15,uci_wine_test/15/20251119-014209,nan,nan,0.9157303370786517,0.4157303370786517,0.6693820224719101,0.7595505617977529,15_26,14_63,0.9473684210526315,0.2894736842105263,0.7113157894736841,0.8486842105263157,15_26,14_63,0.8921568627450981,0.3333333333333333,0.6381372549019608,0.6931372549019609,15_64,14_63,0.8510638475418091,0.28989362716674805,0.6797872364521027,0.7949468076229096,15_26,15_82
16,uci_wine_test/16/20251119-014213,nan,nan,0.9157303370786517,0.5056179775280899,0.688932584269663,0.8095505617977528,16_45,14_63,0.9473684210526315,0.34210526315789475,0.726578947368421,0.8710526315789473,16_17,14_63,0.8921568627450981,0.3627450980392157,0.6608823529411764,0.7637254901960784,16_45,14_63,0.8510638475418091,0.292553186416626,0.6823138296604156,0.8162234127521515,16_17,15_82
17,uci_wine_test/17/20251119-014217,nan,nan,0.9157303370786517,0.2696629213483146,0.7299438202247192,0.8915730337078651,17_50,14_63,0.9473684210526315,0.15789473684210525,0.7492105263157893,0.9249999999999998,17_50,16_47,0.8921568627450981,0.3333333333333333,0.7155882352941179,0.8666666666666668,17_14,14_63,0.8643617033958435,0.15691488981246948,0.6972872391343117,0.8484042644500732,17_50,17_37
