generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_accuracy_to_baseline,min_accuracy_to_baseline,mean_accuracy_to_baseline,elites_mean_accuracy_to_baseline,cid_min_accuracy_to_baseline,cid_max_accuracy_to_baseline,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_wine_test/1/20251029-215844,nan,nan,0.7609841827768014,0.26537785588752194,0.4762741652021089,0.6420035149384886,1_66,1_99,0.6771653294563293,0.31496062874794006,0.4875590568780899,0.5748031437397003,1_66,1_99
2,uci_wine_test/2/20251029-215848,nan,nan,0.8189806678383128,0.37258347978910367,0.6389455184534271,0.7383128295254833,2_28,2_17,0.6955380439758301,0.43832021951675415,0.5739370012283325,0.6475065529346467,2_28,2_17
3,uci_wine_test/3/20251029-215853,nan,nan,0.8189806678383128,0.37258347978910367,0.6812478031634448,0.8008787346221441,3_25,2_17,0.6955380439758301,0.43832021951675415,0.6061942183971405,0.6887138962745667,3_25,2_17
4,uci_wine_test/4/20251029-215857,nan,nan,0.827768014059754,0.37258347978910367,0.7470123022847102,0.8191564147627416,4_58,4_59,0.6981627345085144,0.4356955289840698,0.6512598288059235,0.6958005130290985,4_58,4_17
5,uci_wine_test/5/20251029-215901,nan,nan,0.827768014059754,0.37258347978910367,0.7660808435852374,0.8140597539543057,5_29,4_59,0.748031497001648,0.43832021951675415,0.665406813621521,0.7018372654914856,5_29,5_39
6,uci_wine_test/6/20251029-215905,nan,nan,0.8418277680140598,0.37258347978910367,0.7691564147627418,0.8080843585237257,6_11,6_75,0.748031497001648,0.43832021951675415,0.6755118060112,0.7078740179538727,6_11,5_39
7,uci_wine_test/7/20251029-215909,nan,nan,0.8611599297012302,0.37258347978910367,0.7609314586994728,0.8012302284710018,7_21,7_47,0.7585301995277405,0.43832021951675415,0.6758005285263061,0.7307086706161499,7_40,7_86
8,uci_wine_test/8/20251029-215913,nan,nan,0.8611599297012302,0.37258347978910367,0.7519156414762742,0.7752196836555361,8_55,7_47,0.76115483045578,0.43832021951675415,0.7151968532800674,0.7561679899692535,8_50,8_54
9,uci_wine_test/9/20251029-215917,nan,nan,0.8523725834797891,0.37258347978910367,0.7385764499121267,0.8070298769771529,9_70,8_54,0.7690288424491882,0.43832021951675415,0.714671922326088,0.7629921197891235,9_70,9_20
10,uci_wine_test/10/20251029-215921,nan,nan,0.8611599297012302,0.37258347978910367,0.7701581722319859,0.825659050966608,10_36,10_97,0.7690288424491882,0.43832021951675415,0.7253018289804458,0.7679789781570434,10_36,9_20
