generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_cancer_test/1/20251105-210310,nan,nan,0.6309314586994728,0.14235500878734622,0.47091388400702977,0.5943760984182777,1_81,1_83,0.6277056277056277,0.16883116883116883,0.4966233766233767,0.5095238095238095,1_81,1_99,0.7307692307692307,0.1242603550295858,0.4535207100591716,0.6523668639053255,1_81,1_83,0.6101694703102112,0.2674199640750885,0.49141241699457167,0.5314500808715821,1_81,1_99
2,uci_cancer_test/2/20251105-210318,nan,nan,0.6291739894551845,0.3163444639718805,0.5753602811950791,0.5114235500878734,2_61,1_99,0.6277056277056277,0.43722943722943725,0.5045454545454546,0.5580086580086581,2_61,1_99,0.727810650887574,0.23372781065088757,0.6237573964497042,0.47958579881656804,2_61,1_71,0.6101694703102112,0.37288135290145874,0.5233898183703423,0.5608286321163177,2_61,1_99
3,uci_cancer_test/3/20251105-210325,nan,nan,0.6977152899824253,0.37258347978910367,0.4847275922671354,0.572231985940246,3_12,3_75,0.7662337662337663,0.4675324675324675,0.5542424242424243,0.6160173160173159,3_41,3_75,0.7396449704142012,0.27218934911242604,0.43721893491124253,0.5423076923076924,3_12,3_88,0.6854990720748901,0.4858756959438324,0.5488888904452324,0.6097928404808044,3_12,3_75
4,uci_cancer_test/4/20251105-210333,nan,nan,0.8295254833040422,0.37258347978910367,0.5369068541300528,0.6632688927943761,4_11,4_15,0.7792207792207793,0.4675324675324675,0.5898268398268399,0.6818181818181818,4_17,4_15,0.863905325443787,0.27218934911242604,0.5007396449704142,0.6505917159763314,4_11,4_15,0.6967985033988953,0.4858756959438324,0.57713747382164,0.6514124274253845,4_11,4_26
5,uci_cancer_test/5/20251105-210341,nan,nan,0.8347978910369068,0.37258347978910367,0.615360281195079,0.7377855887521969,5_16,5_65,0.7792207792207793,0.4675324675324675,0.6369696969696971,0.7506493506493507,5_56,4_15,0.8727810650887574,0.27218934911242604,0.6005917159763313,0.7289940828402367,5_16,5_65,0.7250470519065857,0.4858756959438324,0.613822973370552,0.7043314456939698,5_16,5_75
6,uci_cancer_test/6/20251105-210349,nan,nan,0.8347978910369068,0.37258347978910367,0.6785940246045695,0.7377855887521968,6_16,6_15,0.7835497835497836,0.4675324675324675,0.6958874458874458,0.7419913419913419,6_25,6_15,0.8727810650887574,0.27218934911242604,0.6667751479289941,0.7349112426035503,6_16,6_38,0.7344632744789124,0.4858756959438324,0.6582674199342727,0.7180790841579437,6_16,6_79
7,uci_cancer_test/7/20251105-210357,nan,nan,0.8347978910369068,0.37258347978910367,0.7207205623901582,0.8084358523725834,7_35,7_18,0.7835497835497836,0.4675324675324675,0.7181385281385281,0.7662337662337662,7_77,7_46,0.8727810650887574,0.27218934911242604,0.7224852071005918,0.8372781065088757,7_35,7_18,0.7344632744789124,0.4858756959438324,0.685122407078743,0.7299435079097748,7_35,6_79
8,uci_cancer_test/8/20251105-210405,nan,nan,0.8347978910369068,0.37258347978910367,0.7324428822495607,0.8224956063268893,8_15,7_96,0.7835497835497836,0.4805194805194805,0.7017316017316015,0.7619047619047619,8_40,7_46,0.8727810650887574,0.27218934911242604,0.7534319526627218,0.8639053254437868,8_15,7_96,0.7344632744789124,0.4858756959438324,0.6706591325998307,0.7344632744789124,8_15,6_79
9,uci_cancer_test/9/20251105-210413,nan,nan,0.836555360281195,0.37258347978910367,0.7193321616871705,0.8239015817223198,9_38,9_98,0.7965367965367965,0.4805194805194805,0.6843722943722942,0.7653679653679653,9_19,9_98,0.8727810650887574,0.27218934911242604,0.7432248520710057,0.8639053254437868,9_38,9_12,0.7777777910232544,0.4858756959438324,0.6584180745482445,0.7391713738441468,9_38,9_98
10,uci_cancer_test/10/20251105-210421,nan,nan,0.8383128295254832,0.37258347978910367,0.7489103690685416,0.8272407732864675,10_12,10_23,0.7965367965367965,0.4805194805194805,0.6932900432900432,0.7727272727272727,10_11,9_98,0.8846153846153846,0.27218934911242604,0.7869230769230766,0.8644970414201183,10_12,10_23,0.7777777910232544,0.4858756959438324,0.6731450048089027,0.7465160131454468,10_12,9_98
11,uci_cancer_test/11/20251105-210430,nan,nan,0.8576449912126538,0.37258347978910367,0.7192794376098419,0.8404217926186291,11_16,11_58,0.8051948051948052,0.4805194805194805,0.6933766233766234,0.7874458874458875,11_15,11_58,0.893491124260355,0.27218934911242604,0.7369822485207098,0.8766272189349114,11_16,11_58,0.7853107452392578,0.4858756959438324,0.670320151746273,0.7651600897312164,11_16,11_58
