generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_wine_test/1/20251119-032531,nan,nan,0.601123595505618,0.06741573033707865,0.3267977528089888,0.37415730337078645,1_39,1_51,0.8285714285714286,0.0,0.33171428571428563,0.7828571428571429,1_44,1_91,0.6993006993006993,0.055944055944055944,0.3258041958041959,0.2741258741258742,1_62,1_51,0.9435028433799744,0.0,0.3201694889180362,0.8016949117183685,1_44,1_91
2,uci_wine_test/2/20251119-032533,nan,nan,0.4943820224719101,0.2696629213483146,0.3561797752808989,0.4157303370786517,2_41,1_91,0.8285714285714286,0.05714285714285714,0.7128571428571427,0.8085714285714285,2_41,1_91,0.5454545454545454,0.17482517482517482,0.2688811188811188,0.31958041958041955,1_98,2_17,0.9435028433799744,0.016949152573943138,0.738757059071213,0.8785310745239258,2_41,1_91
3,uci_wine_test/3/20251119-032535,nan,nan,0.601123595505618,0.15168539325842698,0.39865168539325846,0.4764044943820225,3_49,3_13,0.8571428571428571,0.02857142857142857,0.7022857142857142,0.8171428571428571,3_49,3_13,0.5384615384615384,0.18181818181818182,0.32433566433566435,0.393006993006993,3_49,3_13,0.9435028433799744,0.011299435049295425,0.7536723127588629,0.9197740137577057,3_49,1_91
4,uci_wine_test/4/20251119-032537,nan,nan,0.550561797752809,0.1853932584269663,0.42803370786516853,0.5,4_84,4_58,0.8285714285714286,0.02857142857142857,0.7399999999999999,0.8285714285714286,4_84,1_91,0.4825174825174825,0.21678321678321677,0.35167832167832175,0.4195804195804196,4_14,4_58,0.9435028433799744,0.016949152573943138,0.8166101753525435,0.9435028433799744,4_33,1_91
5,uci_wine_test/5/20251119-032540,nan,nan,0.550561797752809,0.24719101123595505,0.4541573033707866,0.5,5_52,4_58,0.8285714285714286,0.08571428571428572,0.8008571428571426,0.8285714285714286,5_52,1_91,0.4825174825174825,0.21678321678321677,0.3693006993006993,0.4195804195804196,5_22,4_58,0.9435028433799744,0.1355932205915451,0.8936723287403584,0.9435028433799744,5_52,1_91
6,uci_wine_test/6/20251119-032542,nan,nan,0.6404494382022472,0.17415730337078653,0.45752808988764054,0.5,6_66,6_59,0.8285714285714286,0.02857142857142857,0.7857142857142854,0.8285714285714286,6_43,1_91,0.6013986013986014,0.2097902097902098,0.37720279720279726,0.4195804195804196,6_66,6_59,0.9435028433799744,0.11299435049295425,0.876949165686965,0.9435028433799744,6_43,1_91
7,uci_wine_test/7/20251119-032546,nan,nan,0.550561797752809,0.1853932584269663,0.4388202247191012,0.5,7_86,4_58,0.8285714285714286,0.02857142857142857,0.7774285714285711,0.8285714285714286,7_86,1_91,0.4825174825174825,0.21678321678321677,0.3559440559440559,0.4195804195804196,7_12,4_58,0.9435028433799744,0.11299435049295425,0.861694925352931,0.9435028433799744,7_86,1_91
8,uci_wine_test/8/20251119-032549,nan,nan,0.550561797752809,0.1853932584269663,0.4362921348314607,0.5,8_22,4_58,0.8285714285714286,0.02857142857142857,0.7754285714285714,0.8285714285714286,8_22,1_91,0.4825174825174825,0.21678321678321677,0.35328671328671324,0.4195804195804196,8_12,4_58,0.9435028433799744,0.11299435049295425,0.8628813666850328,0.9435028433799744,8_22,1_91
9,uci_wine_test/9/20251119-032552,nan,nan,0.550561797752809,0.1853932584269663,0.44567415730337084,0.5,9_40,4_58,0.8285714285714286,0.02857142857142857,0.7708571428571429,0.8285714285714286,9_40,1_91,0.4825174825174825,0.21678321678321677,0.36608391608391605,0.4195804195804196,9_12,4_58,0.9435028433799744,0.016949152573943138,0.8590960567258299,0.9435028433799744,9_97,1_91
10,uci_wine_test/10/20251119-032554,nan,nan,0.550561797752809,0.1853932584269663,0.44966292134831465,0.504494382022472,10_15,4_58,0.8285714285714286,0.02857142857142857,0.784285714285714,0.8285714285714286,10_15,1_91,0.4825174825174825,0.21678321678321677,0.36776223776223765,0.4251748251748252,10_14,4_58,0.9491525292396545,0.11299435049295425,0.8781356053799391,0.9440678119659424,10_15,10_12
11,uci_wine_test/11/20251119-032556,nan,nan,0.550561797752809,0.1853932584269663,0.45983146067415737,0.5084269662921349,11_24,4_58,0.8285714285714286,0.02857142857142857,0.7791428571428569,0.8285714285714286,11_24,10_12,0.4825174825174825,0.21678321678321677,0.3816783216783217,0.4300699300699301,11_13,4_58,0.9491525292396545,0.016949152573943138,0.8769491635076702,0.9446327805519104,11_64,10_12
12,uci_wine_test/12/20251119-032600,nan,nan,0.5561797752808989,0.25280898876404495,0.4663483146067414,0.5247191011235955,12_62,12_21,0.8571428571428571,0.14285714285714285,0.7679999999999998,0.8314285714285715,12_11,12_24,0.5244755244755245,0.21678321678321677,0.3925174825174825,0.44965034965034956,12_12,12_21,0.9548022747039795,0.1525423675775528,0.8616384254395961,0.948587566614151,12_11,12_57
