generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_wine_test/1/20251119-034641,nan,nan,0.6460674157303371,0.07303370786516854,0.3337640449438202,0.3629213483146067,1_83,1_96,0.8285714285714286,0.0,0.34942857142857137,0.7971428571428572,1_83,1_98,0.6153846153846154,0.09090909090909091,0.32993006993007,0.25664335664335663,1_83,1_96,0.9612675905227661,0.0035211266949772835,0.3523239430785179,0.8566901385784149,1_2,1_96
2,uci_wine_test/2/20251119-034644,nan,nan,0.6460674157303371,0.24157303370786518,0.3687640449438202,0.42078651685393265,2_41,1_96,0.8571428571428571,0.05714285714285714,0.7271428571428571,0.78,2_50,2_99,0.6153846153846154,0.1258741258741259,0.281048951048951,0.33286713286713293,2_41,1_96,0.9612675905227661,0.0035211266949772835,0.7818309840280563,0.8862676024436951,2_50,1_96
3,uci_wine_test/3/20251119-034647,nan,nan,0.6460674157303371,0.2696629213483146,0.41275280898876404,0.48876404494382025,3_13,1_96,0.8,0.05714285714285714,0.7017142857142855,0.7571428571428571,3_13,1_70,0.6153846153846154,0.21678321678321677,0.34202797202797197,0.4230769230769231,1_70,1_96,0.9612675905227661,0.0035211266949772835,0.7812676025088876,0.923591548204422,3_13,1_96
4,uci_wine_test/4/20251119-034651,nan,nan,0.6629213483146067,0.25280898876404495,0.5325842696629213,0.647752808988764,4_53,4_72,0.8,0.05714285714285714,0.7182857142857142,0.7742857142857142,4_53,2_23,0.6293706293706294,0.21678321678321677,0.48713286713286696,0.6167832167832168,2_23,4_72,0.9683098793029785,0.1232394352555275,0.8603168945759535,0.9619718194007874,4_53,4_72
5,uci_wine_test/5/20251119-034654,nan,nan,0.6629213483146067,0.2696629213483146,0.593820224719101,0.646067415730337,5_52,4_72,0.8,0.05714285714285714,0.7240000000000001,0.7771428571428572,5_52,4_72,0.6293706293706294,0.21678321678321677,0.5619580419580419,0.613986013986014,5_12,4_72,0.9683098793029785,0.0035211266949772835,0.8844718232471496,0.9630281627178192,5_52,4_72
6,uci_wine_test/6/20251119-034657,nan,nan,0.6629213483146067,0.2696629213483146,0.5582022471910111,0.649438202247191,6_87,4_72,0.8285714285714286,0.05714285714285714,0.6857142857142857,0.7771428571428572,6_87,6_40,0.6293706293706294,0.21678321678321677,0.5269930069930069,0.6181818181818182,6_13,4_72,0.9683098793029785,0.0035211266949772835,0.8299295714218169,0.9626760482788086,6_87,4_72
7,uci_wine_test/7/20251119-034659,nan,nan,0.6629213483146067,0.33146067415730335,0.5990449438202247,0.6578651685393258,7_16,4_72,0.8,0.11428571428571428,0.7425714285714287,0.7971428571428572,7_13,4_72,0.6293706293706294,0.21678321678321677,0.5639160839160838,0.6237762237762238,7_16,4_72,0.9683098793029785,0.13380281627178192,0.9101056301593781,0.9679577648639679,7_13,4_72
8,uci_wine_test/8/20251119-034702,nan,nan,0.6629213483146067,0.33146067415730335,0.6124157303370784,0.6629213483146066,8_25,4_72,0.8571428571428571,0.14285714285714285,0.7359999999999998,0.8,8_53,8_32,0.6293706293706294,0.21678321678321677,0.5821678321678321,0.6293706293706294,8_25,4_72,0.9683098793029785,0.07042253762483597,0.8897887433320284,0.9683098793029785,8_76,4_72
9,uci_wine_test/9/20251119-034704,nan,nan,0.6629213483146067,0.33146067415730335,0.6147752808988762,0.6629213483146066,9_16,4_72,0.8285714285714286,0.11428571428571428,0.7482857142857141,0.8,9_94,9_100,0.6293706293706294,0.21678321678321677,0.5820979020979019,0.6293706293706294,9_16,4_72,0.9683098793029785,0.13380281627178192,0.9017253659665585,0.9683098793029785,9_94,4_72
10,uci_wine_test/10/20251119-034706,nan,nan,0.6685393258426966,0.2696629213483146,0.600449438202247,0.6629213483146066,10_14,10_69,0.8,0.05714285714285714,0.7285714285714284,0.8,10_14,4_72,0.6363636363636364,0.21678321678321677,0.569090909090909,0.6293706293706294,10_11,10_69,0.9683098793029785,0.0035211266949772835,0.8760563511867077,0.9683098793029785,10_14,4_72
