generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_cancer_test/1/20251105-193912,nan,nan,0.8453427065026362,0.3444639718804921,0.4869595782073814,0.47082601054481554,1_80,1_53,0.8181818181818182,0.354978354978355,0.5043290043290043,0.5497835497835497,1_80,1_53,0.863905325443787,0.257396449704142,0.473224852071006,0.39822485207100594,1_68,1_53,0.7866666913032532,0.3466666638851166,0.5041333201527596,0.5626666605472564,1_80,1_53
2,uci_cancer_test/2/20251105-193918,nan,nan,0.8471001757469244,0.37082601054481545,0.47731107205623907,0.5908611599297012,2_19,2_84,0.8181818181818182,0.47619047619047616,0.5402597402597402,0.5982683982683983,2_77,1_53,0.8668639053254438,0.2692307692307692,0.4324260355029585,0.5671597633136095,2_19,2_84,0.7866666913032532,0.4266666769981384,0.5437333273887635,0.6120000064373017,2_77,1_53
3,uci_cancer_test/3/20251105-193924,nan,nan,0.8488576449912126,0.335676625659051,0.5199472759226714,0.5177504393673111,3_85,3_24,0.8181818181818182,0.3852813852813853,0.5619047619047619,0.6138528138528139,3_85,1_53,0.8698224852071006,0.2692307692307692,0.4894082840236686,0.45207100591715976,2_19,3_24,0.7866666913032532,0.36000001430511475,0.5757333368062973,0.6480000138282775,3_85,1_53
4,uci_cancer_test/4/20251105-193930,nan,nan,0.8471001757469244,0.35676625659050965,0.531230228471002,0.7530755711775043,4_42,4_26,0.8181818181818182,0.4805194805194805,0.5858441558441558,0.7389610389610389,4_19,1_53,0.8668639053254438,0.257396449704142,0.49390532544378685,0.7627218934911242,4_42,4_26,0.800000011920929,0.47999998927116394,0.6077333393692971,0.7106666803359986,4_19,4_69
5,uci_cancer_test/5/20251105-193936,nan,nan,0.8488576449912126,0.35676625659050965,0.7384182776801407,0.8456942003514939,5_24,5_39,0.8181818181818182,0.47186147186147187,0.7258008658008657,0.8181818181818181,5_66,4_69,0.8698224852071006,0.257396449704142,0.747041420118343,0.8644970414201183,5_24,5_39,0.800000011920929,0.4399999976158142,0.7016000121831893,0.7893333554267883,5_66,4_69
6,uci_cancer_test/6/20251105-193942,nan,nan,0.8488576449912126,0.37258347978910367,0.7669771528998244,0.8456942003514939,6_11,6_16,0.8181818181818182,0.42857142857142855,0.7505194805194804,0.8181818181818181,6_96,4_69,0.8698224852071006,0.27218934911242604,0.7782248520710059,0.8644970414201183,6_11,6_16,0.8133333325386047,0.47999998927116394,0.7314666816592217,0.790666687488556,6_59,6_14
7,uci_cancer_test/7/20251105-193948,nan,nan,0.8769771528998243,0.37258347978910367,0.7647451669595783,0.8499121265377857,7_15,7_65,0.8398268398268398,0.4805194805194805,0.739134199134199,0.8207792207792209,7_17,7_65,0.9023668639053254,0.27218934911242604,0.7822485207100588,0.8698224852071006,7_15,7_65,0.8133333325386047,0.47999998927116394,0.7244000127911567,0.8026666760444641,7_17,6_14
8,uci_cancer_test/8/20251105-193955,nan,nan,0.8769771528998243,0.37258347978910367,0.7954305799648506,0.8657293497363796,8_11,7_65,0.8441558441558441,0.4805194805194805,0.7788311688311689,0.8329004329004329,8_29,8_48,0.9023668639053254,0.27218934911242604,0.8067751479289939,0.8881656804733726,8_11,7_65,0.8266666531562805,0.47999998927116394,0.7673333394527435,0.8173333287239075,8_29,8_13
9,uci_cancer_test/9/20251105-194001,nan,nan,0.8769771528998243,0.37258347978910367,0.8369595782073815,0.8551845342706501,9_26,8_59,0.8441558441558441,0.4805194805194805,0.8007792207792207,0.825108225108225,9_24,8_48,0.9023668639053254,0.27218934911242604,0.8616863905325443,0.8757396449704142,9_26,8_59,0.8266666531562805,0.47999998927116394,0.7888000002503395,0.8199999928474426,9_23,8_13
10,uci_cancer_test/10/20251105-194008,nan,nan,0.8769771528998243,0.37258347978910367,0.8025659050966606,0.853427065026362,10_14,8_58,0.8441558441558441,0.4805194805194805,0.7746320346320347,0.8246753246753247,10_27,8_48,0.9023668639053254,0.27218934911242604,0.8216568047337276,0.873076923076923,10_14,8_58,0.8266666531562805,0.47999998927116394,0.779999993443489,0.8266666531562805,10_27,8_13
