generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_cancer_test/1/20251105-221210,nan,nan,0.7873462214411248,0.14586994727592267,0.4860281195079086,0.4145869947275923,1_79,1_34,0.7777777777777778,0.20833333333333334,0.5072222222222222,0.7416666666666668,1_79,1_58,0.7967806841046278,0.13682092555331993,0.4829577464788732,0.36720321931589534,1_79,1_34,0.7733333110809326,0.19333332777023315,0.5064000129699707,0.7413333415985107,1_79,1_3
2,uci_cancer_test/2/20251105-221216,nan,nan,0.6678383128295254,0.14762741652021089,0.4392091388400703,0.4648506151142355,2_39,2_58,0.7777777777777778,0.18055555555555555,0.6630555555555556,0.7458333333333333,2_39,1_58,0.6841046277665996,0.14285714285714285,0.40678068410462775,0.4241448692152917,2_39,2_90,0.7733333110809326,0.23333333432674408,0.6638000096380711,0.7559999942779541,2_39,1_3
3,uci_cancer_test/3/20251105-221221,nan,nan,0.7539543057996485,0.37258347978910367,0.47065026362038664,0.5579964850615113,1_35,3_91,0.7916666666666666,0.25,0.71625,0.7611111111111112,3_62,3_16,0.7525150905432596,0.3199195171026157,0.4350704225352113,0.5285714285714286,1_35,3_91,0.7866666913032532,0.2266666740179062,0.7271333290636539,0.7759999871253968,3_62,3_16
4,uci_cancer_test/4/20251105-221227,nan,nan,0.6959578207381371,0.281195079086116,0.5163093145869947,0.6152899824253075,4_82,3_16,0.7916666666666666,0.2638888888888889,0.7076388888888888,0.775,4_20,3_16,0.6941649899396378,0.23340040241448692,0.4885915492957746,0.5921529175050301,4_82,4_19,0.7866666913032532,0.2666666805744171,0.7196666586399079,0.7806666672229767,4_20,3_16
5,uci_cancer_test/5/20251105-221233,nan,nan,0.718804920913884,0.37258347978910367,0.6226186291739895,0.6959578207381371,5_30,5_96,0.7916666666666666,0.2638888888888889,0.6125,0.7916666666666667,5_12,3_16,0.710261569416499,0.3199195171026157,0.6240845070422535,0.682092555331992,5_30,5_96,0.7933333516120911,0.2666666805744171,0.6158000069856644,0.787333357334137,5_12,5_50
6,uci_cancer_test/6/20251105-221239,nan,nan,0.7170474516695958,0.37434094903339193,0.6686115992970124,0.6964850615114235,6_61,6_39,0.8055555555555556,0.2638888888888889,0.6518055555555557,0.7916666666666666,6_12,6_51,0.7082494969818913,0.32193158953722334,0.671046277665996,0.6826961770623743,6_61,6_39,0.8066666722297668,0.2666666805744171,0.6498000150918961,0.7893333554267883,6_12,6_51
7,uci_cancer_test/7/20251105-221245,nan,nan,0.8822495606326889,0.37258347978910367,0.6724077328646751,0.7077328646748681,7_92,7_82,0.875,0.2638888888888889,0.6650000000000001,0.8055555555555556,7_11,7_82,0.8832997987927566,0.3199195171026157,0.6734808853118711,0.6935613682092556,7_92,7_82,0.8199999928474426,0.2666666805744171,0.6634666809439659,0.800000011920929,7_11,7_82
8,uci_cancer_test/8/20251105-221251,nan,nan,0.8822495606326889,0.37258347978910367,0.6831985940246047,0.7929701230228471,8_75,7_82,0.875,0.2638888888888889,0.6740277777777779,0.8430555555555556,8_16,7_82,0.8832997987927566,0.3199195171026157,0.6845271629778672,0.7857142857142857,8_75,7_82,0.8199999928474426,0.2666666805744171,0.6672000074386597,0.8113333344459533,8_16,7_82
9,uci_cancer_test/9/20251105-221257,nan,nan,0.8822495606326889,0.4956063268892794,0.7617750439367312,0.8822495606326889,9_18,7_82,0.875,0.2638888888888889,0.7122222222222223,0.875,9_19,7_82,0.8832997987927566,0.44668008048289737,0.768953722334004,0.8832997987927567,9_18,7_82,0.8199999928474426,0.2666666805744171,0.6865333339571953,0.8199999928474426,9_19,7_82
10,uci_cancer_test/10/20251105-221304,nan,nan,0.8822495606326889,0.37258347978910367,0.7765905096660808,0.88207381370826,10_29,7_82,0.875,0.2638888888888889,0.6829166666666666,0.875,10_19,7_82,0.8832997987927566,0.3199195171026157,0.7901609657947688,0.8830985915492958,10_29,7_82,0.8199999928474426,0.2666666805744171,0.6490666675567627,0.8199999928474426,10_19,7_82
11,uci_cancer_test/11/20251105-221311,nan,nan,0.8822495606326889,0.37258347978910367,0.7933391915641476,0.88207381370826,11_29,7_82,0.875,0.2638888888888889,0.6879166666666668,0.875,11_13,7_82,0.8832997987927566,0.3199195171026157,0.8086116700201211,0.8830985915492958,11_29,7_82,0.8199999928474426,0.2666666805744171,0.6518000000715256,0.8199999928474426,11_13,7_82
12,uci_cancer_test/12/20251105-221318,nan,nan,0.8822495606326889,0.37258347978910367,0.8099999999999997,0.88207381370826,12_13,7_82,0.875,0.2638888888888889,0.7681944444444446,0.875,12_18,7_82,0.8832997987927566,0.3199195171026157,0.8160563380281693,0.8830985915492958,12_13,7_82,0.8199999928474426,0.2666666805744171,0.7263999974727631,0.8199999928474426,12_18,7_82
13,uci_cancer_test/13/20251105-221325,nan,nan,0.8822495606326889,0.37258347978910367,0.8038840070298768,0.8822495606326889,13_32,7_82,0.875,0.2638888888888889,0.7341666666666667,0.875,13_14,7_82,0.8832997987927566,0.3199195171026157,0.8139839034205232,0.8832997987927567,13_32,7_82,0.8199999928474426,0.2666666805744171,0.694533331990242,0.8199999928474426,13_14,7_82
14,uci_cancer_test/14/20251105-221333,nan,nan,0.8822495606326889,0.37258347978910367,0.8227592267135324,0.88207381370826,14_84,7_82,0.875,0.2638888888888889,0.7619444444444445,0.875,14_23,7_82,0.8832997987927566,0.3199195171026157,0.8315694164989942,0.8830985915492958,14_84,7_82,0.8199999928474426,0.2666666805744171,0.7187999969720841,0.8199999928474426,14_23,7_82
15,uci_cancer_test/15/20251105-221339,nan,nan,0.8840070298769771,0.37258347978910367,0.7984710017574693,0.88207381370826,15_52,15_96,0.875,0.2638888888888889,0.7111111111111111,0.875,15_11,7_82,0.8853118712273642,0.3199195171026157,0.8111267605633805,0.8830985915492958,15_52,15_96,0.8199999928474426,0.2666666805744171,0.6732666659355163,0.8199999928474426,15_11,7_82
16,uci_cancer_test/16/20251105-221346,nan,nan,0.8822495606326889,0.37258347978910367,0.8040949033391914,0.88207381370826,16_33,7_82,0.875,0.2638888888888889,0.7394444444444446,0.875,16_11,7_82,0.8832997987927566,0.3199195171026157,0.8134607645875255,0.8830985915492958,16_33,7_82,0.8199999928474426,0.2666666805744171,0.6998666653037071,0.8199999928474426,16_11,7_82
17,uci_cancer_test/17/20251105-221353,nan,nan,0.8822495606326889,0.37258347978910367,0.8005975395430579,0.8822495606326889,17_26,7_82,0.875,0.2638888888888889,0.7227777777777779,0.875,17_11,7_82,0.8832997987927566,0.3199195171026157,0.8118712273641853,0.8832997987927567,17_26,7_82,0.8199999928474426,0.2666666805744171,0.6834666657447815,0.8199999928474426,17_11,7_82
18,uci_cancer_test/18/20251105-221400,nan,nan,0.8822495606326889,0.37258347978910367,0.7858875219683655,0.8818980667838312,18_21,7_82,0.875,0.2638888888888889,0.7065277777777778,0.875,18_12,7_82,0.8832997987927566,0.3199195171026157,0.7973843058350102,0.882897384305835,18_21,7_82,0.8333333134651184,0.2666666805744171,0.6714666664600373,0.8213333249092102,18_12,18_67
19,uci_cancer_test/19/20251105-221407,nan,nan,0.8822495606326889,0.37258347978910367,0.7867662565905096,0.8813708260105446,19_20,7_82,0.875,0.2638888888888889,0.6752777777777779,0.875,19_14,18_67,0.8832997987927566,0.3199195171026157,0.8029175050301812,0.8822937625754527,19_20,7_82,0.8333333134651184,0.2666666805744171,0.6416666662693024,0.8226666569709777,19_14,18_67
20,uci_cancer_test/20/20251105-221415,nan,nan,0.8840070298769771,0.37258347978910367,0.8155184534270647,0.8813708260105446,20_22,20_65,0.875,0.2638888888888889,0.7702777777777777,0.875,20_11,18_67,0.8853118712273642,0.3199195171026157,0.822072434607646,0.8822937625754527,20_22,20_65,0.8333333134651184,0.2666666805744171,0.7283333295583725,0.8226666569709777,20_11,18_67
21,uci_cancer_test/21/20251105-221422,nan,nan,0.8822495606326889,0.37258347978910367,0.7891036906854128,0.8813708260105446,21_35,19_24,0.875,0.2638888888888889,0.7365277777777779,0.875,21_14,18_67,0.8832997987927566,0.3199195171026157,0.7967203219315896,0.8822937625754527,21_35,19_24,0.8333333134651184,0.2666666805744171,0.6996666643023491,0.8226666569709777,21_14,18_67
22,uci_cancer_test/22/20251105-221429,nan,nan,0.8822495606326889,0.37258347978910367,0.7914235500878734,0.8813708260105446,22_40,20_19,0.875,0.2638888888888889,0.7093055555555555,0.875,22_16,18_67,0.8832997987927566,0.3199195171026157,0.8033199195171028,0.8822937625754527,22_40,20_19,0.8333333134651184,0.2666666805744171,0.6735999977588654,0.8226666569709777,22_16,18_67
23,uci_cancer_test/23/20251105-221435,nan,nan,0.8857644991212654,0.37258347978910367,0.8136203866432336,0.8808435852372583,23_31,23_86,0.8888888888888888,0.2638888888888889,0.7536111111111111,0.875,23_16,23_86,0.8853118712273642,0.3199195171026157,0.8223138832997989,0.8816901408450704,23_31,23_86,0.8333333134651184,0.2666666805744171,0.7140666627883911,0.8233333230018616,23_16,18_67
24,uci_cancer_test/24/20251105-221440,nan,nan,0.8822495606326889,0.37258347978910367,0.7969420035149385,0.8785588752196837,24_61,22_15,0.875,0.2638888888888889,0.7405555555555554,0.875,24_14,18_67,0.8832997987927566,0.3199195171026157,0.8051106639839034,0.8790744466800804,24_61,22_15,0.8333333134651184,0.2666666805744171,0.7049999958276749,0.831333315372467,24_14,18_67
25,uci_cancer_test/25/20251105-221446,nan,nan,0.8822495606326889,0.37258347978910367,0.7718980667838312,0.8783831282952548,25_71,24_11,0.875,0.2638888888888889,0.7145833333333332,0.875,25_14,18_67,0.8832997987927566,0.3199195171026157,0.7802012072434604,0.8788732394366198,25_71,24_11,0.8333333134651184,0.2666666805744171,0.6874666583538055,0.8333333134651184,25_14,18_67
26,uci_cancer_test/26/20251105-221452,nan,nan,0.8822495606326889,0.37258347978910367,0.7658699472759227,0.8787346221441125,26_13,26_15,0.875,0.2638888888888889,0.6977777777777777,0.875,26_18,18_67,0.8832997987927566,0.3199195171026157,0.7757344064386317,0.8792756539235412,26_13,26_15,0.8333333134651184,0.25333333015441895,0.6727333250641823,0.8333333134651184,26_66,18_67
27,uci_cancer_test/27/20251105-221457,nan,nan,0.8875219683655536,0.37258347978910367,0.8110896309314586,0.8787346221441125,27_43,27_13,0.875,0.2638888888888889,0.7530555555555556,0.875,27_12,18_67,0.8933601609657947,0.3199195171026157,0.8194969818913481,0.8792756539235412,27_43,27_13,0.8333333134651184,0.2666666805744171,0.7205333217978478,0.8333333134651184,27_12,18_67
28,uci_cancer_test/28/20251105-221503,nan,nan,0.8822495606326889,0.37258347978910367,0.7961687170474516,0.8785588752196837,28_44,28_45,0.875,0.2638888888888889,0.7383333333333334,0.875,28_26,18_67,0.8832997987927566,0.3199195171026157,0.8045472837022132,0.8790744466800804,28_44,28_45,0.8333333134651184,0.2666666805744171,0.7086666557192802,0.8333333134651184,28_26,18_67
29,uci_cancer_test/29/20251105-221509,nan,nan,0.8822495606326889,0.37258347978910367,0.8131107205623901,0.8785588752196837,29_54,29_85,0.8888888888888888,0.2638888888888889,0.7695833333333334,0.875,29_14,29_91,0.8832997987927566,0.3199195171026157,0.8194164989939636,0.8790744466800804,29_54,29_85,0.8333333134651184,0.2666666805744171,0.7374666541814804,0.8333333134651184,29_14,18_67
30,uci_cancer_test/30/20251105-221515,nan,nan,0.8822495606326889,0.37258347978910367,0.7984358523725835,0.8789103690685414,30_29,30_28,0.875,0.2361111111111111,0.755,0.875,30_64,18_67,0.8832997987927566,0.3199195171026157,0.8047283702213278,0.8794768611670019,30_29,30_28,0.8333333134651184,0.2666666805744171,0.7256666553020478,0.8333333134651184,30_15,18_67
31,uci_cancer_test/31/20251105-221521,nan,nan,0.8822495606326889,0.37258347978910367,0.802530755711775,0.8349736379613356,31_62,31_92,0.875,0.25,0.7445833333333334,0.8638888888888889,31_46,18_67,0.8832997987927566,0.3199195171026157,0.8109255533199194,0.830784708249497,31_62,31_92,0.8333333134651184,0.2666666805744171,0.7149999880790711,0.8333333134651184,31_17,18_67
32,uci_cancer_test/32/20251105-221527,nan,nan,0.8822495606326889,0.37258347978910367,0.8146221441124777,0.8347978910369068,32_56,32_33,0.875,0.2638888888888889,0.7981944444444445,0.8638888888888889,32_19,18_67,0.8832997987927566,0.3199195171026157,0.8170020120724345,0.8305835010060362,32_56,32_33,0.8333333134651184,0.2666666805744171,0.7683999851346016,0.8333333134651184,32_19,18_67
33,uci_cancer_test/33/20251105-221532,nan,nan,0.8822495606326889,0.37258347978910367,0.7759402460456941,0.8353251318101933,33_13,33_40,0.875,0.2638888888888889,0.7170833333333334,0.8638888888888889,33_11,18_67,0.8832997987927566,0.3199195171026157,0.7844668008048289,0.8311871227364185,33_13,33_40,0.8333333134651184,0.2666666805744171,0.692666657269001,0.8333333134651184,33_11,18_67
34,uci_cancer_test/34/20251105-221538,nan,nan,0.8822495606326889,0.37258347978910367,0.7592794376098416,0.8349736379613356,34_15,33_40,0.8888888888888888,0.2638888888888889,0.7395833333333335,0.8638888888888889,34_17,34_80,0.8832997987927566,0.3199195171026157,0.762132796780684,0.830784708249497,34_15,33_40,0.8333333134651184,0.2666666805744171,0.7180666562914848,0.8333333134651184,34_17,18_67
35,uci_cancer_test/35/20251105-221544,nan,nan,0.8840070298769771,0.37258347978910367,0.7856942003514936,0.8358523725834797,35_22,35_26,0.875,0.2638888888888889,0.8166666666666668,0.8638888888888889,35_16,18_67,0.8853118712273642,0.3199195171026157,0.7812072434607645,0.8317907444668009,35_22,35_26,0.8333333134651184,0.2666666805744171,0.785066654086113,0.8333333134651184,35_16,18_67
36,uci_cancer_test/36/20251105-221550,nan,nan,0.8840070298769771,0.3602811950790861,0.793831282952548,0.8362038664323375,36_66,35_26,0.875,0.2638888888888889,0.7575,0.8638888888888889,36_12,18_67,0.8853118712273642,0.3199195171026157,0.7990945674044266,0.8321931589537224,36_30,35_26,0.8333333134651184,0.2666666805744171,0.7293999877572059,0.8333333134651184,36_12,18_67
37,uci_cancer_test/37/20251105-221557,nan,nan,0.8840070298769771,0.3602811950790861,0.7997715289982423,0.8360281195079086,37_15,36_26,0.875,0.2638888888888889,0.8118055555555554,0.8638888888888889,37_12,18_67,0.8853118712273642,0.3199195171026157,0.7980281690140845,0.8319919517102615,37_20,36_26,0.8333333134651184,0.2666666805744171,0.7805333179235459,0.8333333134651184,37_12,18_67
38,uci_cancer_test/38/20251105-221603,nan,nan,0.8840070298769771,0.37258347978910367,0.7636203866432336,0.829701230228471,38_35,38_14,0.875,0.2638888888888889,0.7523611111111111,0.8638888888888889,38_17,18_67,0.8853118712273642,0.3199195171026157,0.7652515090543258,0.8247484909456742,38_35,38_14,0.8333333134651184,0.2666666805744171,0.7303333213925362,0.8333333134651184,38_17,18_67
39,uci_cancer_test/39/20251105-221609,nan,nan,0.8840070298769771,0.37258347978910367,0.7975571177504394,0.8347978910369068,39_12,39_38,0.875,0.2638888888888889,0.7808333333333334,0.8638888888888889,39_19,18_67,0.8853118712273642,0.3199195171026157,0.7999798792756541,0.8305835010060362,39_12,39_38,0.8333333134651184,0.2666666805744171,0.7468666538596154,0.8333333134651184,39_19,18_67
40,uci_cancer_test/40/20251105-221615,nan,nan,0.8822495606326889,0.3602811950790861,0.8006151142355009,0.8353251318101933,40_94,40_22,0.875,0.2638888888888889,0.7648611111111111,0.8638888888888889,40_12,18_67,0.8832997987927566,0.3199195171026157,0.80579476861167,0.8311871227364185,40_11,40_22,0.8333333134651184,0.2666666805744171,0.7347333204746246,0.8333333134651184,40_12,18_67
41,uci_cancer_test/41/20251105-221622,nan,nan,0.8840070298769771,0.37258347978910367,0.8150263620386642,0.8356766256590509,41_20,41_62,0.875,0.2638888888888889,0.8177777777777777,0.8638888888888889,41_16,18_67,0.8853118712273642,0.3199195171026157,0.8146277665995976,0.8315895372233401,41_20,41_62,0.8333333134651184,0.2666666805744171,0.7863999843597412,0.8333333134651184,41_56,18_67
42,uci_cancer_test/42/20251105-221628,nan,nan,0.8840070298769771,0.37258347978910367,0.7943409490333917,0.8355008787346222,42_11,42_88,0.875,0.2638888888888889,0.7630555555555557,0.8638888888888889,42_15,18_67,0.8853118712273642,0.3199195171026157,0.7988732394366198,0.8313883299798792,42_11,42_88,0.8333333134651184,0.2666666805744171,0.7339999875426293,0.8333333134651184,42_15,18_67
43,uci_cancer_test/43/20251105-221634,nan,nan,0.8822495606326889,0.3602811950790861,0.7857644991212652,0.8349736379613357,43_76,42_29,0.875,0.2638888888888889,0.7752777777777777,0.8638888888888889,43_13,18_67,0.8832997987927566,0.3199195171026157,0.7872837022132796,0.830784708249497,43_17,42_29,0.8333333134651184,0.2666666805744171,0.7456666541099548,0.8333333134651184,43_13,18_67
44,uci_cancer_test/44/20251105-221640,nan,nan,0.8822495606326889,0.3585237258347979,0.7775922671353248,0.8347978910369068,44_91,42_26,0.875,0.2638888888888889,0.7406944444444444,0.8638888888888889,44_17,18_67,0.8832997987927566,0.3199195171026157,0.7829376257545271,0.8305835010060362,44_11,42_26,0.8333333134651184,0.2666666805744171,0.7127333214879036,0.8333333134651184,44_17,18_67
45,uci_cancer_test/45/20251105-221646,nan,nan,0.8822495606326889,0.37258347978910367,0.7784710017574693,0.8346221441124781,45_38,45_20,0.875,0.2638888888888889,0.7331944444444446,0.8638888888888889,45_19,18_67,0.8832997987927566,0.3199195171026157,0.785030181086519,0.8303822937625753,45_38,45_20,0.8333333134651184,0.2666666805744171,0.7111999893188476,0.8333333134651184,45_19,18_67
46,uci_cancer_test/46/20251105-221653,nan,nan,0.8804920913884007,0.3585237258347979,0.7913532513181017,0.8347978910369068,46_99,46_25,0.875,0.2638888888888889,0.7572222222222225,0.8638888888888889,46_11,18_67,0.8812877263581489,0.3199195171026157,0.7962977867203219,0.8305835010060362,46_32,46_25,0.8333333134651184,0.2666666805744171,0.7280666545033455,0.8333333134651184,46_11,18_67
47,uci_cancer_test/47/20251105-221659,nan,nan,0.8822495606326889,0.37258347978910367,0.8010544815465728,0.8346221441124781,47_32,47_14,0.875,0.2638888888888889,0.7997222222222223,0.8638888888888889,47_11,18_67,0.8832997987927566,0.3199195171026157,0.8012474849094567,0.8303822937625753,47_32,47_14,0.8333333134651184,0.2666666805744171,0.7691999864578247,0.8333333134651184,47_11,18_67
48,uci_cancer_test/48/20251105-221705,nan,nan,0.8822495606326889,0.37258347978910367,0.7977855887521969,0.8344463971880491,48_32,48_38,0.875,0.2638888888888889,0.7661111111111112,0.8638888888888889,48_14,18_67,0.8832997987927566,0.3199195171026157,0.8023742454728368,0.8301810865191147,48_32,48_38,0.8333333134651184,0.2666666805744171,0.7371333211660385,0.8333333134651184,48_14,18_67
49,uci_cancer_test/49/20251105-221712,nan,nan,0.8822495606326889,0.37258347978910367,0.7804393673110721,0.8346221441124781,49_11,49_28,0.875,0.2638888888888889,0.7291666666666667,0.8638888888888889,49_12,18_67,0.8832997987927566,0.3199195171026157,0.7878672032193158,0.8303822937625753,49_11,49_28,0.8333333134651184,0.2666666805744171,0.7037999892234802,0.8333333134651184,49_12,18_67
