generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_cancer_test/1/20251105-190141,nan,nan,0.6309314586994728,0.29173989455184535,0.494182776801406,0.4047451669595782,1_28,1_79,0.6147186147186147,0.30735930735930733,0.49510822510822505,0.5298701298701298,1_28,1_15,0.7337278106508875,0.2455621301775148,0.49420118343195263,0.31923076923076926,1_71,1_79,0.5699999928474426,0.30000001192092896,0.4967333200573921,0.5293333172798157,1_28,1_15
2,uci_cancer_test/2/20251105-190148,nan,nan,0.6467486818980668,0.37258347978910367,0.438066783831283,0.43760984182776796,1_9,2_30,0.70995670995671,0.4805194805194805,0.5278354978354978,0.5493506493506495,2_14,2_30,0.7307692307692307,0.27218934911242604,0.3767159763313609,0.36124260355029586,1_9,2_77,0.6600000262260437,0.476666659116745,0.5260333189368248,0.5523333251476288,2_96,2_30
3,uci_cancer_test/3/20251105-190155,nan,nan,0.7117750439367311,0.30404217926186294,0.48042179261862905,0.5750439367311071,3_89,3_77,0.70995670995671,0.29004329004329005,0.5232900432900434,0.60995670995671,3_89,2_30,0.8106508875739645,0.27218934911242604,0.4511242603550296,0.5511834319526627,1_9,3_77,0.6600000262260437,0.3400000035762787,0.5350666615366936,0.6006666660308838,3_89,2_30
4,uci_cancer_test/4/20251105-190202,nan,nan,0.7117750439367311,0.3181019332161687,0.547768014059754,0.6530755711775044,4_13,3_77,0.70995670995671,0.2943722943722944,0.568181818181818,0.6337662337662338,4_17,2_30,0.8106508875739645,0.27218934911242604,0.5338165680473372,0.6662721893491125,4_11,3_77,0.6833333373069763,0.3400000035762787,0.5606999933719635,0.6416666686534882,4_13,4_39
5,uci_cancer_test/5/20251105-190209,nan,nan,0.7416520210896309,0.30404217926186294,0.5592794376098418,0.6472759226713531,5_58,5_32,0.7229437229437229,0.29004329004329005,0.5627705627705627,0.7060606060606062,5_58,5_13,0.8106508875739645,0.27218934911242604,0.5568934911242603,0.6071005917159764,5_11,4_90,0.6866666674613953,0.3400000035762787,0.5631333300471306,0.6666666686534881,5_58,5_24
6,uci_cancer_test/6/20251105-190216,nan,nan,0.7768014059753954,0.30404217926186294,0.5620210896309316,0.6499121265377855,6_37,6_81,0.7835497835497836,0.29004329004329005,0.5993506493506494,0.6917748917748919,6_37,6_78,0.7781065088757396,0.27218934911242604,0.536508875739645,0.6213017751479291,6_13,6_81,0.7133333086967468,0.3400000035762787,0.5863666659593583,0.6770000100135803,6_37,6_57
7,uci_cancer_test/7/20251105-190222,nan,nan,0.8383128295254832,0.34797891036906853,0.5859929701230228,0.764323374340949,7_74,7_86,0.7792207792207793,0.2987012987012987,0.6002597402597403,0.7324675324675325,7_56,7_86,0.878698224852071,0.27218934911242604,0.5762426035502958,0.786094674556213,7_50,7_86,0.7133333086967468,0.3566666543483734,0.5957333308458328,0.6983333230018616,7_14,6_57
8,uci_cancer_test/8/20251105-190228,nan,nan,0.8383128295254832,0.28471001757469244,0.6635325131810194,0.7824253075571177,8_14,7_86,0.7792207792207793,0.31601731601731603,0.6382683982683983,0.7402597402597403,8_36,7_86,0.878698224852071,0.23964497041420119,0.6807988165680472,0.811242603550296,8_14,7_86,0.7166666388511658,0.3266666531562805,0.6233666589856148,0.7013333201408386,8_14,8_97
9,uci_cancer_test/9/20251105-190234,nan,nan,0.8383128295254832,0.28471001757469244,0.6453778558875221,0.7156414762741652,9_14,8_16,0.7792207792207793,0.35064935064935066,0.613852813852814,0.658008658008658,9_14,8_16,0.878698224852071,0.23964497041420119,0.666923076923077,0.7550295857988166,9_14,8_16,0.7166666388511658,0.3266666531562805,0.6264999848604202,0.7139999747276307,9_12,8_97
10,uci_cancer_test/10/20251105-190241,nan,nan,0.8383128295254832,0.37258347978910367,0.6680316344463971,0.7328646748681897,10_24,10_82,0.7792207792207793,0.47619047619047616,0.6212121212121212,0.6614718614718614,10_48,10_82,0.878698224852071,0.27218934911242604,0.7000295857988165,0.7816568047337278,10_24,10_82,0.7200000286102295,0.476666659116745,0.6623333126306534,0.7149999797344208,10_97,10_83
11,uci_cancer_test/11/20251105-190248,nan,nan,0.7908611599297012,0.30052724077328646,0.6592618629173991,0.7391915641476274,11_12,11_35,0.6926406926406926,0.354978354978355,0.6058008658008659,0.6683982683982684,11_12,10_83,0.8579881656804734,0.26331360946745563,0.6957988165680473,0.7875739644970413,11_12,11_35,0.7266666889190674,0.3266666531562805,0.6444999840855599,0.7186666548252105,11_12,11_51
