generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_accuracy_to_baseline,min_accuracy_to_baseline,mean_accuracy_to_baseline,elites_mean_accuracy_to_baseline,cid_min_accuracy_to_baseline,cid_max_accuracy_to_baseline,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_wine_test/1/20251029-191600,nan,nan,0.6123595505617978,0.056179775280898875,0.341123595505618,0.4747191011235955,1_68,1_80,0.5929203629493713,0.0752212405204773,0.3444690258055925,0.5070796489715577,1_5,1_37
2,uci_wine_test/2/20251029-191601,nan,nan,0.6123595505617978,0.2696629213483146,0.4223033707865168,0.4820224719101124,2_53,1_80,0.5929203629493713,0.22123894095420837,0.4591150426864624,0.5504424870014191,2_22,1_37
3,uci_wine_test/3/20251029-191603,nan,nan,0.6123595505617978,0.2696629213483146,0.45932584269662924,0.501685393258427,3_24,3_71,0.7123894095420837,0.22566372156143188,0.5007964637875557,0.5884955942630767,3_24,3_62
4,uci_wine_test/4/20251029-191604,nan,nan,0.6460674157303371,0.19662921348314608,0.4571910112359551,0.5640449438202247,4_25,4_29,0.752212405204773,0.22566372156143188,0.5382301026582718,0.6261062085628509,4_32,4_29
5,uci_wine_test/5/20251029-191606,nan,nan,0.6460674157303371,0.2696629213483146,0.46162921348314606,0.6050561797752809,5_11,4_29,0.752212405204773,0.22566372156143188,0.485707970559597,0.6920354187488555,5_11,4_29
6,uci_wine_test/6/20251029-191607,nan,nan,0.6460674157303371,0.2696629213483146,0.5242134831460673,0.6106741573033708,6_13,4_29,0.752212405204773,0.22566372156143188,0.5894247895479202,0.7252212584018707,6_13,4_29
7,uci_wine_test/7/20251029-191609,nan,nan,0.6573033707865169,0.2696629213483146,0.5382022471910113,0.6264044943820226,7_18,7_90,0.752212405204773,0.22566372156143188,0.6303539952635765,0.7411504566669465,7_18,4_29
8,uci_wine_test/8/20251029-191611,nan,nan,0.6573033707865169,0.2696629213483146,0.5671348314606742,0.6382022471910113,8_19,8_48,0.76106196641922,0.22566372156143188,0.6525663796067238,0.7535398364067077,8_19,8_48
9,uci_wine_test/9/20251029-191612,nan,nan,0.6573033707865169,0.2696629213483146,0.5833707865168539,0.6426966292134831,9_42,8_48,0.7654867172241211,0.22566372156143188,0.6822123998403549,0.7601770043373108,9_42,9_49
10,uci_wine_test/10/20251029-191614,nan,nan,0.6573033707865169,0.2696629213483146,0.5770786516853933,0.6410112359550562,10_37,8_48,0.7654867172241211,0.22566372156143188,0.6801327484846115,0.7623893916606903,10_37,9_49
11,uci_wine_test/11/20251029-191616,nan,nan,0.6573033707865169,0.2696629213483146,0.5687640449438203,0.6342696629213483,11_30,9_20,0.7654867172241211,0.22566372156143188,0.673716816008091,0.7646017670631409,11_30,9_49
12,uci_wine_test/12/20251029-191618,nan,nan,0.6797752808988764,0.2696629213483146,0.5479213483146068,0.6353932584269664,12_51,12_55,0.7920354008674622,0.22566372156143188,0.6535398206114769,0.7681415855884552,12_51,12_55
