generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
1,uci_wine_test/1/20251119-030258,nan,nan,0.5561797752808989,0.0,0.32455056179775277,0.3314606741573033,1_36,1_49,0.8,0.0,0.27685714285714286,0.5257142857142857,1_36,1_3,0.6573426573426573,0.0,0.3379720279720279,0.3020979020979021,1_36,1_49,0.8450704216957092,0.0,0.2716197169572115,0.5605633825063705,1_58,1_3
2,uci_wine_test/2/20251119-030300,nan,nan,0.5112359550561798,0.0449438202247191,0.33140449438202246,0.3404494382022471,2_73,2_60,0.8,0.02857142857142857,0.619142857142857,0.8,2_14,1_3,0.4825174825174825,0.03496503496503497,0.26279720279720276,0.22797202797202795,2_73,2_57,0.8450704216957092,0.007042253389954567,0.6465492954291403,0.8450704216957092,2_12,1_3
3,uci_wine_test/3/20251119-030302,nan,nan,0.42696629213483145,0.17415730337078653,0.3325842696629213,0.34494382022471903,3_34,3_73,0.8285714285714286,0.02857142857142857,0.6817142857142858,0.8028571428571428,3_34,3_39,0.4755244755244755,0.1888111888111888,0.24713286713286714,0.23286713286713287,3_47,3_73,0.8732394576072693,0.007042253389954567,0.7166901401057839,0.8478873252868653,3_34,3_39
4,uci_wine_test/4/20251119-030304,nan,nan,0.42134831460674155,0.1797752808988764,0.33882022471910117,0.34943820224719097,4_12,2_26,0.8285714285714286,0.02857142857142857,0.6968571428571428,0.8057142857142857,4_12,3_39,0.46153846153846156,0.21678321678321677,0.25118881118881115,0.23776223776223776,1_3,4_36,0.8732394576072693,0.007042253389954567,0.732464788723737,0.8507042288780212,4_12,3_39
5,uci_wine_test/5/20251119-030307,nan,nan,0.43258426966292135,0.17415730337078653,0.3479213483146068,0.34943820224719097,5_52,5_40,0.8285714285714286,0.02857142857142857,0.6774285714285714,0.8057142857142857,5_52,3_39,0.46153846153846156,0.2097902097902098,0.2672727272727273,0.23776223776223776,5_52,5_12,0.8732394576072693,0.007042253389954567,0.7141549313440919,0.8507042288780212,5_52,3_39
6,uci_wine_test/6/20251119-030309,nan,nan,0.42696629213483145,0.09550561797752809,0.35415730337078655,0.3808988764044943,6_21,6_39,0.8285714285714286,0.05714285714285714,0.6931428571428568,0.8257142857142856,6_21,3_39,0.46153846153846156,0.1048951048951049,0.27118881118881116,0.272027972027972,6_21,6_15,0.8732394576072693,0.007042253389954567,0.7297183149121702,0.8704225540161132,6_38,3_39
7,uci_wine_test/7/20251119-030311,nan,nan,0.42696629213483145,0.33146067415730335,0.37747191011235953,0.37808988764044943,7_33,7_35,0.8285714285714286,0.14285714285714285,0.6405714285714287,0.8285714285714286,7_16,3_39,0.4825174825174825,0.21678321678321677,0.31307692307692314,0.26783216783216784,7_33,7_38,0.8732394576072693,0.04929577559232712,0.6749295895546674,0.8732394576072693,7_80,3_39
8,uci_wine_test/8/20251119-030314,nan,nan,0.42696629213483145,0.33146067415730335,0.3812359550561798,0.37696629213483146,8_13,7_35,0.8285714285714286,0.14285714285714285,0.6354285714285715,0.8285714285714286,8_11,3_39,0.46153846153846156,0.21678321678321677,0.3190209790209791,0.26643356643356647,8_13,8_12,0.8732394576072693,0.14788731932640076,0.6690140974521637,0.8732394576072693,8_11,3_39
9,uci_wine_test/9/20251119-030316,nan,nan,0.43820224719101125,0.33146067415730335,0.38365168539325833,0.37134831460674156,9_18,9_12,0.8285714285714286,0.14285714285714285,0.6425714285714287,0.8285714285714286,9_16,3_39,0.46153846153846156,0.21678321678321677,0.3202797202797203,0.25944055944055944,9_18,9_20,0.98591548204422,0.14788731932640076,0.6778169134259224,0.8943662106990814,9_16,9_19
10,uci_wine_test/10/20251119-030318,nan,nan,0.42696629213483145,0.33146067415730335,0.37859550561797756,0.37696629213483146,10_48,10_62,0.8285714285714286,0.14285714285714285,0.6657142857142854,0.8257142857142856,10_13,9_19,0.46153846153846156,0.21678321678321677,0.30832167832167834,0.26713286713286716,10_48,10_13,0.98591548204422,0.14788731932640076,0.717816911637783,0.9246478915214539,10_13,9_19
